player_name,Nationality,Preferred Foot,Date of Birth,appearances_,sub_appearances,XA,pass_attempts,pass_accuracy,long_pass_attempts,long_pass_accuracy,Minutes Played,Duels Won,Total Tackles,Interceptions,Blocks,Red Cards,Yellow Cards,XG,Touches in the Opposition Box,Aerial Duels Won,Assists,Shots On Target Inside the Box,cross_attempts,cross_accuracy,dribble_attempts,dribble_accuracy,Fouls,Goals,Hit Woodwork,Offsides,Shots On Target Outside the Box,Corners Taken,Appearances,free_kick_attempts,free_kicks_scored,Passes,Own Goals,Penalties Taken,Goals Conceded,Clean Sheets,Saves Made,Penalties Faced,penalty_attempts,penalties_scored,penalties_saved,penalty_save_precentage,player_image_url,player_country,player_club,player_position,player_stats_url,Age
Youssef Chermiti,Portugal,Right,2004-05-24,4,4,0.0,10,60,0,0,42,4,0,0,0,0,1,0.11,3,2,0,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Portugal,Everton,Forward,https://www.premierleague.com/en/players/491012/youssef-chermiti/stats,21
Calvin Ramsay,Scotland,Right,2003-07-31,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/489580.png,Scotland,Liverpool,Defender,https://www.premierleague.com/en/players/489580/calvin-ramsay/stats,22
Aaron Ramsdale,England,Right,1998-05-14,0,0,0.0,1087,59,655,34,0,0,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30,0,0,0,0,0,66,3,125,7,0,0,2,29,https://resources.premierleague.com/premierleague25/photos/players/110x140/225321.png,England,Southampton,Goalkeeper,https://www.premierleague.com/en/players/225321/aaron-ramsdale/stats,27
Jacob Ramsey,England,Right,2001-05-28,29,10,2.19,569,87,11,55,1628,90,30,8,4,1,2,1.57,80,7,3,5,12,17,38,66,13,1,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/232653.png,England,Aston Villa,Midfielder,https://www.premierleague.com/en/players/232653/jacob-ramsey/stats,24
Darren Randolph,Ireland,Right,1987-05-12,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/32259.png,Ireland,Bournemouth,Goalkeeper,https://www.premierleague.com/en/players/32259/darren-randolph/stats,38
Marcus Rashford,England,Right,1997-10-31,25,9,2.1,446,78,24,50,1426,51,17,5,0,0,2,3.06,70,6,3,7,34,29,57,32,9,6,4,8,3,22,0,2,2,0,0,0,0,0,0,0,1,1,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/176297.png,England,Aston Villa,Forward,https://www.premierleague.com/en/players/176297/marcus-rashford/stats,27
Luke Rawlings,England,Right,2008-04-04,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Wolverhampton Wanderers,Midfielder,https://www.premierleague.com/en/players/605319/luke-rawlings/stats,17
David Raya,Spain,Right,1995-09-15,0,0,0.0,1232,71,519,33,0,0,0,0,0,0,3,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,38,0,0,0,0,0,34,13,86,3,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/154561.png,Spain,Arsenal,Goalkeeper,https://www.premierleague.com/en/players/154561/david-raya/stats,29
Jadan Raymond,Wales,Right,2003-10-15,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Wales,Crystal Palace,Midfielder,https://www.premierleague.com/en/players/474908/jadan-raymond/stats,21
Tim Ream,United States,Right,1987-10-05,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/82514.png,United States,Fulham,Defender,https://www.premierleague.com/en/players/82514/tim-ream/stats,37
Harrison Reed,England,Right,1995-01-27,12,12,0.1,48,79,0,0,92,9,6,1,0,0,2,0.23,5,1,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/153366.png,England,Fulham,Midfielder,https://www.premierleague.com/en/players/153366/harrison-reed/stats,30
Remy Rees-Dottin,England,Right,2006-03-06,1,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Bournemouth,Forward,https://www.premierleague.com/en/players/606774/remy-rees-dottin/stats,19
Sergio Reguilón,Spain,Left,1996-12-16,4,3,0.25,107,71,11,9,195,17,4,4,0,0,2,0.12,3,5,0,0,10,20,3,67,2,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Spain,Tottenham Hotspur,Defender,https://www.premierleague.com/en/players/199249/sergio-reguilon/stats,28
Omar Rekik,Tunisia,Right,2001-12-20,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Tunisia,Arsenal,Defender,https://www.premierleague.com/en/players/467750/omar-rekik/stats,23
Giovanni Reyna,United States,Right,2002-11-13,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/427420.png,United States,Nottingham Forest,Midfielder,https://www.premierleague.com/en/players/427420/giovanni-reyna/stats,22
Chadi Riad,Morocco,Left,2003-06-17,0,0,0.02,82,85,10,50,90,7,5,2,0,0,0,0.0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/515621.png,Morocco,Crystal Palace,Defender,https://www.premierleague.com/en/players/515621/chadi-riad/stats,22
Declan Rice,England,Right,1999-01-14,35,2,5.63,1476,90,97,62,2833,120,53,25,13,1,5,3.51,87,38,7,13,34,18,28,50,21,4,0,2,13,108,0,2,2,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/204480.png,England,Arsenal,Midfielder,https://www.premierleague.com/en/players/204480/declan-rice/stats,26
Omar Richards,England,Left,1998-02-15,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/204822.png,England,Nottingham Forest,Defender,https://www.premierleague.com/en/players/204822/omar-richards/stats,27
Chris Richards,United States,Right,2000-03-28,24,2,0.61,833,81,100,29,1924,101,47,19,14,1,2,1.38,21,49,0,7,5,20,6,17,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/427623.png,United States,Crystal Palace,Defender,https://www.premierleague.com/en/players/427623/chris-richards/stats,25
Dujuan Richards,Jamaica,Left,2005-11-10,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Jamaica,Chelsea,Forward,https://www.premierleague.com/en/players/615130/dujuan-richards/stats,19
Jairo Riedewald,Netherlands,Left,1996-09-09,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/173954.png,Netherlands,Crystal Palace,Midfielder,https://www.premierleague.com/en/players/173954/jairo-riedewald/stats,28
Matt Ritchie,Scotland,Left,1989-09-10,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/56983.png,Scotland,Newcastle United,Midfielder,https://www.premierleague.com/en/players/56983/matt-ritchie/stats,35
Andy Robertson,Scotland,Left,1994-03-11,33,4,4.26,1541,88,135,45,2492,61,39,21,4,1,3,1.17,54,7,1,4,85,25,17,41,11,0,1,3,0,59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/122798.png,Scotland,Liverpool,Defender,https://www.premierleague.com/en/players/122798/andy-robertson/stats,31
Antonee Robinson,United States,Left,1997-08-08,36,1,4.14,1628,81,141,48,3167,203,95,62,9,0,8,0.69,73,52,10,2,170,25,72,53,31,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/169528.png,United States,Fulham,Defender,https://www.premierleague.com/en/players/169528/antonee-robinson/stats,28
Jay Robinson,England,Right,2007-03-15,4,3,0.53,33,70,4,25,135,11,4,0,0,0,0,0.05,7,0,0,0,0,0,11,55,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Southampton,Forward,https://www.premierleague.com/en/players/495024/jay-robinson/stats,18
Junior Robinson,England,Right,2004-04-06,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,West Ham United,Defender,https://www.premierleague.com/en/players/513056/junior-robinson/stats,21
Josh Robinson,England,Right,2004-12-20,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Arsenal,Defender,https://www.premierleague.com/en/players/535263/josh-robinson/stats,20
Max Robson,England,Right,2002-10-17,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/461186.png,England,Tottenham Hotspur,Midfielder,https://www.premierleague.com/en/players/461186/max-robson/stats,22
Kaden Rodney,England,Right,2004-10-07,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Crystal Palace,Midfielder,https://www.premierleague.com/en/players/530318/kaden-rodney/stats,20
Joe Rodon,Wales,Right,1997-10-22,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/214225.png,Wales,Tottenham Hotspur,Defender,https://www.premierleague.com/en/players/214225/joe-rodon/stats,27
Morato,Brazil,Left,2001-06-30,26,20,0.04,304,78,40,33,893,32,22,10,5,0,5,0.18,2,6,0,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/485047.png,Brazil,Nottingham Forest,Defender,https://www.premierleague.com/en/players/485047/morato/stats,24
Guido Rodríguez,Argentina,Right,1994-04-12,23,7,0.18,563,85,50,52,1155,62,36,13,9,0,6,0.23,5,11,1,0,5,20,4,75,18,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/197024.png,Argentina,West Ham United,Midfielder,https://www.premierleague.com/en/players/197024/guido-rodriguez/stats,31
Marek Rodák,Slovakia,Right,1996-12-13,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/155529.png,Slovakia,Fulham,Goalkeeper,https://www.premierleague.com/en/players/155529/marek-rodak/stats,28
Mads Roerslev,Denmark,Right,1999-06-24,19,8,2.11,442,82,38,42,1096,45,18,4,5,0,2,0.2,21,10,2,0,31,13,15,47,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/226956.png,Denmark,Brentford,Defender,https://www.premierleague.com/en/players/226956/mads-roerslev/stats,26
Morgan Rogers,England,Right,2002-07-26,0,0,5.24,864,75,38,76,3129,173,43,6,7,0,10,6.58,158,13,10,20,27,15,140,47,50,8,1,2,13,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/244850.png,England,Aston Villa,Forward,https://www.premierleague.com/en/players/244850/morgan-rogers/stats,23
Alexei Rojas,Colombia,Right,2005-09-28,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Colombia,Arsenal,Goalkeeper,https://www.premierleague.com/en/players/553747/alexei-rojas/stats,19
Cristian Romero,Argentina,Right,1998-04-27,0,0,0.82,1211,90,96,49,1420,89,35,21,3,0,3,1.59,23,42,0,9,3,33,3,33,14,1,1,2,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/221632.png,Argentina,Tottenham Hotspur,Defender,https://www.premierleague.com/en/players/221632/cristian-romero/stats,27
Reggie Rose,England,Right,2005-04-26,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Brentford,Goalkeeper,https://www.premierleague.com/en/players/662345/reggie-rose/stats,20
Michal Rosiak,Poland,Right,2005-10-12,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Poland,Arsenal,Defender,https://www.premierleague.com/en/players/554192/michal-rosiak/stats,19
Joe Rothwell,England,Right,1995-01-11,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/156685.png,England,Bournemouth,Midfielder,https://www.premierleague.com/en/players/156685/joe-rothwell/stats,30
Triston Rowe,England,Right,2006-10-02,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Aston Villa,Defender,https://www.premierleague.com/en/players/569577/triston-rowe/stats,18
John Ruddy,England,Right,1986-10-24,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/19236.png,England,Newcastle United,Goalkeeper,https://www.premierleague.com/en/players/19236/john-ruddy/stats,38
Carl Rushworth,England,Left,2001-07-02,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/472739.png,England,Brighton and Hove Albion,Goalkeeper,https://www.premierleague.com/en/players/472739/carl-rushworth/stats,24
Georginio Rutter,France,Left,2002-04-20,28,9,1.67,344,69,13,54,1666,136,39,10,3,0,2,4.64,83,25,3,17,9,11,61,44,34,5,1,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/463067.png,France,Brighton and Hove Albion,Forward,https://www.premierleague.com/en/players/463067/georginio-rutter/stats,23
Dominic Sadi,England,Right,2003-09-02,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Bournemouth,Forward,https://www.premierleague.com/en/players/550596/dominic-sadi/stats,22
Charles Sagoe Jr,England,Right,2004-07-24,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Arsenal,Forward,https://www.premierleague.com/en/players/516874/charles-sagoe-jr/stats,21
Bukayo Saka,England,Left,2001-09-05,25,5,7.8,598,84,17,41,1735,119,29,3,0,0,3,6.85,181,10,10,33,56,23,78,53,15,6,0,7,10,64,0,1,1,0,0,0,0,0,0,0,1,1,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/223340.png,England,Arsenal,Forward,https://www.premierleague.com/en/players/223340/bukayo-saka/stats,24
Mohamed Salah,Egypt,Left,1992-06-15,0,0,9.06,1155,74,52,52,3377,127,21,9,0,0,1,25.37,394,9,18,52,78,22,130,45,25,29,6,18,6,0,38,1,1,0,0,0,0,0,0,0,9,9,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/118748.png,Egypt,Liverpool,Forward,https://www.premierleague.com/en/players/118748/mohamed-salah/stats,33
William Saliba,France,Right,2001-03-24,0,0,1.29,2547,95,110,64,3041,152,62,21,15,1,2,2.28,19,62,0,2,0,0,18,67,28,2,0,1,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/462424.png,France,Arsenal,Defender,https://www.premierleague.com/en/players/462424/william-saliba/stats,24
Albert Sambi Lokonga,Belgium,Right,1999-10-22,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/437742.png,Belgium,Arsenal,Midfielder,https://www.premierleague.com/en/players/437742/albert-sambi-lokonga/stats,25
Lakyle Samuel,England,Right,2006-05-06,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Manchester City,Defender,https://www.premierleague.com/en/players/516248/lakyle-samuel/stats,19
Imari Samuels,England,Left,2003-02-05,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/447720.png,England,Brighton and Hove Albion,Defender,https://www.premierleague.com/en/players/447720/imari-samuels/stats,22
Ishé Samuels-Smith,England,Left,2006-06-05,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Chelsea,Defender,https://www.premierleague.com/en/players/536238/ishe-samuels-smith/stats,19
Adrián,Spain,Right,1987-01-03,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/60706.png,Spain,Liverpool,Goalkeeper,https://www.premierleague.com/en/players/60706/adrian/stats,38
Jadon Sancho,England,Right,2000-03-25,31,12,3.11,768,85,12,67,1764,75,13,2,0,0,2,2.17,130,6,4,13,0,0,85,53,6,3,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/209243.png,England,Manchester United,Forward,https://www.premierleague.com/en/players/209243/jadon-sancho/stats,25
Ibrahim Sangaré,Cote d’Ivoire,Right,1997-12-02,13,6,0.21,320,85,21,48,590,46,28,6,4,0,3,0.02,7,10,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/210462.png,Cote d’Ivoire,Nottingham Forest,Midfielder,https://www.premierleague.com/en/players/210462/ibrahim-sangare/stats,27
Ederson,Brazil,Left,1993-08-17,0,0,0.0,815,86,240,58,0,0,0,0,0,0,4,0.0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,26,0,0,0,0,0,26,10,54,2,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/121160.png,Brazil,Manchester City,Goalkeeper,https://www.premierleague.com/en/players/121160/ederson/stats,32
Yago Santiago,Spain,Right,2003-04-15,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/492779.png,Spain,Tottenham Hotspur,Forward,https://www.premierleague.com/en/players/492779/yago-santiago/stats,22
Welington,Brazil,Left,2001-02-19,10,4,0.16,141,84,15,53,480,39,21,7,1,0,1,0.04,3,5,0,0,11,36,8,63,6,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Brazil,Southampton,Defender,https://www.premierleague.com/en/players/500016/welington/stats,24
Matheus Cunha,Brazil,Right,1999-05-27,33,4,5.28,949,79,88,56,2600,183,38,17,1,0,4,8.63,139,13,6,31,59,17,122,50,42,15,2,8,28,74,0,12,12,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/430871.png,Brazil,Wolverhampton Wanderers,Forward,https://www.premierleague.com/en/players/430871/matheus-cunha/stats,26
Diego Carlos,Brazil,Right,1993-03-15,10,2,0.09,600,89,71,49,828,22,8,5,7,0,1,0.65,7,11,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/165659.png,Brazil,Aston Villa,Defender,https://www.premierleague.com/en/players/165659/diego-carlos/stats,32
Trevan Sanusi,England,Right,2007-04-25,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Newcastle United,Forward,https://www.premierleague.com/en/players/577726/trevan-sanusi/stats,18
Pablo Sarabia,Spain,Left,1992-05-11,23,16,1.89,380,76,34,56,805,42,16,4,0,0,3,2.88,26,6,2,5,16,25,13,46,16,3,0,5,2,24,0,2,2,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/88484.png,Spain,Wolverhampton Wanderers,Midfielder,https://www.premierleague.com/en/players/88484/pablo-sarabia/stats,33
Jeremy Sarmiento,Ecuador,Right,2002-06-16,1,1,0.0,0,0,0,0,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/441192.png,Ecuador,Brighton and Hove Albion,Midfielder,https://www.premierleague.com/en/players/441192/jeremy-sarmiento/stats,23
Malang Sarr,France,Left,1999-01-23,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,France,Chelsea,Defender,https://www.premierleague.com/en/players/204727/malang-sarr/stats,26
Ismaïla Sarr,Senegal,Right,1998-02-25,38,8,6.74,680,70,27,37,2714,132,22,9,8,0,4,10.72,140,37,6,27,55,24,52,33,14,8,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/232185.png,Senegal,Crystal Palace,Forward,https://www.premierleague.com/en/players/232185/ismaila-sarr/stats,27
Pape Sarr,Senegal,Right,2002-09-14,36,14,0.79,999,88,32,47,1913,129,49,30,10,0,6,3.72,32,34,2,0,14,14,27,41,34,3,1,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/482442.png,Senegal,Tottenham Hotspur,Midfielder,https://www.premierleague.com/en/players/482442/pape-sarr/stats,22
Calum Scanlon,England,Left,2005-02-14,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Liverpool,Defender,https://www.premierleague.com/en/players/519328/calum-scanlon/stats,20
James Scanlon,Gibraltar,Right,2006-09-28,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Gibraltar,Manchester United,Midfielder,https://www.premierleague.com/en/players/576431/james-scanlon/stats,18
Ollie Scarles,England,Left,2005-12-12,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/536109.png,England,West Ham United,Defender,https://www.premierleague.com/en/players/536109/ollie-scarles/stats,19
